Filename;ActivityName;Location;ReferenceProduct
4f2559ab-7c45-4fce-9d8b-8404dc9ae32c_b3b67831-8d80-4fbb-afe8-99db667f7426.spold;market for glyphosate;GLO;glyphosate
4f25a6e5-bc81-4a31-b1c5-8666d1458838_07f702da-9f08-4082-85ea-6a3586caddd2.spold;C3 hydrocarbon production, mixture, petroleum refinery operation;CO;C3 hydrocarbon mixture
4f2c0260-f56a-4cfd-870f-933dc509436d_05170dff-9f59-4269-bf68-5a913d633654.spold;window frame production, wood-metal, U=1.6 W/m2K;RER;window frame, wood-metal, U=1.6 W/m2K
4f2c0260-f56a-4cfd-870f-933dc509436d_249c83b0-ff03-45aa-9a5c-f7a58d0ff6e6.spold;window frame production, wood-metal, U=1.6 W/m2K;RER;wood pellet, measured as dry mass
4f2ecf69-4d95-48ec-8f17-852d3a0b522d_66c93e71-f32b-4591-901c-55395db5c132.spold;electricity production, hard coal;CL;electricity, high voltage
4f30fb47-b723-4b51-bdd3-c6c54b6a569e_3b6460f4-647a-483b-b67f-f912bef7e6fc.spold;photovoltaic laminate production, single-Si wafer;RER;photovoltaic laminate, single-Si wafer
4f3152cb-4747-4014-8f08-0e20711e35fb_04e9e80f-8b7f-4dc0-ba94-73fbede1069f.spold;market for potassium nitrate, technical grade;GLO;potassium nitrate, technical grade
4f37110d-30cb-4060-b08d-e4832a1d3732_66c93e71-f32b-4591-901c-55395db5c132.spold;electricity production, natural gas, 10MW;DE;electricity, high voltage
4f3783b3-fa84-4897-bb22-0b88c4f65244_e04720d0-1b18-41bd-b729-93cfc5f862ab.spold;market for tissue paper;GLO;tissue paper
4f3d573c-d360-4b69-b170-73eba6d02037_c00cac00-a885-42b0-88f5-fb5dce2a9a6f.spold;hardwood forestry, beech, sustainable forest management;DE;sawlog and veneer log, hardwood, measured as solid wood under bark
4f41171f-c891-4f2e-ab8c-bcb9d51c58b0_714ddb02-26ff-4e89-9648-a83aba628628.spold;tofu production;CA-QC;whey
4f41171f-c891-4f2e-ab8c-bcb9d51c58b0_880a4a66-9bfb-4830-9a5b-6a4502cbff78.spold;tofu production;CA-QC;tofu
4f41171f-c891-4f2e-ab8c-bcb9d51c58b0_8b2dfb58-660d-44eb-b83f-5d9e28e467db.spold;tofu production;CA-QC;protein feed, 100% crude
4f4870da-f9c0-4e43-9e30-07fb4478497b_f2c50dcd-6418-4d9e-a807-4bd5c6be89b2.spold;propyl amine production;RoW;propyl amine
4f4d728a-d400-4946-9ca4-6b1ec412afd6_759b89bd-3aa6-42ad-b767-5bb9ef5d331d.spold;market for electricity, medium voltage;DK;electricity, medium voltage
4f4d7e07-9cb4-4ef3-ac12-c1c18a0b1b52_bfdc2268-b9c4-462a-8971-4503ffdfbaf3.spold;composting facility construction, open;RoW;composting facility, open
4f51afa8-4f22-4e9f-87f2-58c1715f173e_27a3ac7b-e31a-48da-84f5-8dbdcb96e565.spold;market for naphtha;RoW;naphtha
4f5436c4-ec62-47e8-8583-1f9e4a2edbfc_f3ed9c05-ff4b-4539-abe0-b6635f6cf91a.spold;brazing solder production, cadmium free;RoW;brazing solder, cadmium free
4f594ae4-5c3e-44fd-a235-4b712ebb1c60_610c39dc-6f93-4889-91c8-bbed6ed78552.spold;market for sulfur trioxide;RER;sulfur trioxide
4f6208a1-ef9d-46de-bbf7-cdffd15aae0f_b3c58f5d-5815-487c-8b9c-4366e00d22dc.spold;heat and power co-generation, natural gas, mini-plant 2KW electrical;RoW;heat, central or small-scale, natural gas
4f6208a1-ef9d-46de-bbf7-cdffd15aae0f_d69294d7-8d64-4915-a896-9996a014c410.spold;heat and power co-generation, natural gas, mini-plant 2KW electrical;RoW;electricity, low voltage
4f648271-a972-4212-9264-ba800b11b742_e0d6f217-d1e3-4d5d-8b8a-b13c846d4ad6.spold;polycarbonate production;RER;polycarbonate
4f65a7b7-f9b7-5e7b-8211-4174dfe5ca1b_38e909f7-a27d-4f53-9c4e-3b29007c4523.spold;ascorbic acid production;RER;ascorbic acid
4f68e3d1-257c-4d63-8807-dec62a28c6eb_9d447e1a-a41a-43ac-b374-d0fc6dcb61df.spold;market for liquefied petroleum gas;CH;liquefied petroleum gas
4f6b5f99-dafd-421c-aeb1-d5f92a5d966f_d69294d7-8d64-4915-a896-9996a014c410.spold;electricity voltage transformation from medium to low voltage;PH;electricity, low voltage
4f6d57c7-833f-4cb3-bc2a-fe0702ff2d9d_00478901-732f-4bf4-81cc-2255f9874512.spold;market for waste polypropylene;SK;waste polypropylene
4f70c493-2609-4936-8ec8-dae01dd9029a_dd80f0f2-f4d5-40f0-9035-09c1a7f3f07b.spold;heat production, wood chips from industry, at furnace 50kW, state-of-the-art 2014;CH;heat, central or small-scale, other than natural gas
4f793638-4bdc-4da6-9291-0376513175fd_66c93e71-f32b-4591-901c-55395db5c132.spold;market for electricity, high voltage;CR;electricity, high voltage
4f7abedd-efea-4af0-9a38-4af608106952_aca66a0c-0a30-4da2-b1a0-1c77bc60d1d9.spold;mounting, through-hole technology, Pb-containing solder;GLO;mounting, through-hole technology, Pb-containing solder
4f7b3351-9743-492a-8950-1a13b10ef4c1_1e27a902-25f3-449e-bf0f-ffe5192c0c81.spold;furnace production, logs, softwood storage area, 100kW;RoW;furnace, logs, softwood storage area, 100kW
4f7d76d5-1f6a-498e-804d-e0e16be80ce5_c1b67381-05bf-4bf0-a3a3-2b3289ac32e3.spold;rice seed production, for sowing;US;rice seed, for sowing
4f7f589a-a6e5-41d9-835e-87a20f32d42d_dd80f0f2-f4d5-40f0-9035-09c1a7f3f07b.spold;heat production, hard coal briquette, stove 5-15kW;Europe without Switzerland;heat, central or small-scale, other than natural gas
4f80cd03-af7f-4e58-afb4-d307e62adf9a_97ee3bfa-7894-4353-9208-c2bf1ae1dce1.spold;market for photovoltaic laminate, CIS;GLO;photovoltaic laminate, CIS
4f877ae5-22c7-4a3f-bb37-75fcf525b1dd_66c93e71-f32b-4591-901c-55395db5c132.spold;electricity production, natural gas, combined cycle power plant;CN-ZJ;electricity, high voltage
4f89d922-5992-406a-b593-65cde6dcc387_6b10e00e-917b-4db0-b05f-c8601965c50a.spold;heat and power co-generation unit construction, 160kW electrical, components for heat only;RER;heat and power co-generation unit, 160kW electrical, components for heat only
4f8ff549-d832-4ab0-96fe-6dc0cd381dce_4c4abfc3-69f0-4b7c-ace0-2e9e720b6029.spold;trimesoyl chloride production, for membrane filtration production;GLO;trimesoyl chloride
4f97ec87-33ba-483e-a9d4-2c33a6ce8175_b0b26bf6-ed2c-4844-a0be-aa7cef435585.spold;water pump operation, electric;PH;water pump operation, electric
4f98f150-4ea3-4b8b-810e-5ad144063d09_884c48fb-56c9-44e5-a18e-b400b40cb2c4.spold;power block installation, solar tower power plant, 20 MW;RoW;power block, solar tower power plant, 20 MW
4f9cc577-cbae-594d-bcd0-a017768c0471_dbd67036-571b-4af0-8143-c4de418df448.spold;market for wheat grain, feed, Swiss integrated production;CH;wheat grain, feed, Swiss integrated production
4f9e2e06-99f5-4726-94f6-4885d1f0e448_66c93e71-f32b-4591-901c-55395db5c132.spold;heat and power co-generation, wood chips, 2000 kW;CH;electricity, high voltage
4f9e2e06-99f5-4726-94f6-4885d1f0e448_71e2f1db-a2c5-44d0-8337-dfff15be974d.spold;heat and power co-generation, wood chips, 2000 kW;CH;heat, district or industrial, other than natural gas
4fa00467-94b4-4ad4-b5f2-40ecf6defe72_d69294d7-8d64-4915-a896-9996a014c410.spold;electricity production, photovoltaic, 3kWp slanted-roof installation, single-Si, panel, mounted;AT;electricity, low voltage
4fad5331-0de4-41be-9c56-b8fbfb121a6e_2fca690e-d8ae-4b9b-8c48-8f658b6e7268.spold;polyester fibre production, finished;IN;fibre, polyester
4fb19191-fc7a-5717-89b3-33a4b830707f_1d32b849-121f-4d23-853c-fa2bf55c42e9.spold;land use change, annual crop;BR-ES;land use change, annual crop
4fb458ca-3c39-485b-8dcd-47dae99a2e9b_d0ecfe06-9a51-4bf0-95c5-7e91e84539bb.spold;treatment of lignite ash, opencast refill;PL;lignite ash
4fb4ebdb-f799-40fe-a205-c10bd03786a3_759b89bd-3aa6-42ad-b767-5bb9ef5d331d.spold;electricity voltage transformation from high to medium voltage;IL;electricity, medium voltage
4fbaa60d-1173-4185-a2cb-d39dc3afc2d2_9b9edcf3-0539-4642-9516-0df642a5c41a.spold;market for land tenure, arable land, measured as carbon net primary productivity, perennial crop;BR-AP;land tenure, arable land, measured as carbon net primary productivity, perennial crop
4fbe0390-066a-40f2-a972-f414c559ce4a_45b74fc8-b5f3-4319-bcb1-76ba157b0ed4.spold;market for transport, tram;GLO;transport, tram
4fc2962d-ef05-4f69-8041-019400de630e_9219c94a-7a25-4a4c-b25d-c096fdd50d47.spold;market for waste polyvinylchloride;LT;waste polyvinylchloride
4fc550c5-b531-4f01-ba71-e303ed37efa4_d69294d7-8d64-4915-a896-9996a014c410.spold;electricity voltage transformation from medium to low voltage;GI;electricity, low voltage
4fc61c15-9a2b-4a83-b4af-310ab4100678_3d8a88cb-02ca-48f4-857e-18e68995d78d.spold;market for transport, freight, lorry with reefer, freezing;GLO;transport, freight, lorry with reefer, freezing
4fc93ae9-d5c4-48fa-8987-3f18c89c3cd2_ade045ad-e180-490f-8257-d18e19a04185.spold;market for machine operation, diesel, >= 18.64 kW and < 74.57 kW, generators;GLO;machine operation, diesel, >= 18.64 kW and < 74.57 kW, generators
4fcfe946-1c5c-445c-90b4-29a5e15ef945_54db2e3a-ff7f-43df-bcc1-92ac1c82410a.spold;impact extrusion of steel, warm, 1 strokes;RoW;impact extrusion of steel, warm, 1 strokes
4fd3e39d-9c54-4cb6-89c6-86614c04de48_e79575a7-0b20-46d5-94b2-99d1916105db.spold;quicklime production, in pieces, loose;RoW;quicklime, in pieces, loose
4fd58332-9b3f-4702-9208-b78e932d40be_dd80f0f2-f4d5-40f0-9035-09c1a7f3f07b.spold;heat production, hardwood chips from forest, at furnace 50kW, state-of-the-art 2014;CH;heat, central or small-scale, other than natural gas
4fd66a6a-8abe-481b-a759-30aad9208c55_0986e781-f70c-4d70-973f-23b806bb5c30.spold;chromium steel turning, primarily roughing, computer numerical controlled;RoW;chromium steel removed by turning, primarily roughing, computer numerical controlled
4fda5522-4ef2-4ad4-9a23-f094054763f0_04ec6467-1e9f-426c-b84a-687d6164b6c1.spold;2,4-dichlorotoluene production;RER;2,4-dichlorotoluene
4fdbc08e-fbac-4fbd-833f-db1b23cca61e_45b641f7-e903-4fa3-94ec-84ca4c567c32.spold;heat and power co-generation unit construction, organic Rankine cycle, 200kW electrical;GLO;heat and power co-generation unit, organic Rankine cycle, 200kW electrical
4fe41ad5-036c-41e4-b00e-f94e12d9be77_06d2feef-655c-472f-a9a2-4b40d49e253a.spold;cement production, blast furnace slag 21-35%;RoW;cement, blast furnace slag 21-35%
4fecc38f-008e-435b-bbed-e3f74c225dff_d69294d7-8d64-4915-a896-9996a014c410.spold;electricity production, photovoltaic, 570kWp open ground installation, multi-Si;CA-AB;electricity, low voltage
4ff6727f-e29f-442d-b14d-dddfc8879389_66c93e71-f32b-4591-901c-55395db5c132.spold;electricity production, hydro, pumped storage;RS;electricity, high voltage
4ff84954-4327-4ccc-81c3-9eea69986ea1_0cfee66a-2375-44b2-81f5-d49b4712bca5.spold;market for electrolyte, KOH, LiOH additive;GLO;electrolyte, KOH, LiOH additive
5000b430-0f92-4ef0-a7fe-3e58ceb4c13c_846f817b-6e06-4594-89ee-6d46c8c368c4.spold;market for alkylketene dimer sizing agent, for paper production;RER;alkylketene dimer sizing agent, for paper production
5004a1da-43aa-45c0-966f-28dd16a3d682_dc1ed0ff-fbaa-47a1-8962-4faff492788f.spold;market for propylene glycol, liquid;RoW;propylene glycol, liquid
5004b7ee-b0f8-4bbe-b7e3-e91c4dc2e0ec_d69294d7-8d64-4915-a896-9996a014c410.spold;electricity production, photovoltaic, 3kWp slanted-roof installation, single-Si, panel, mounted;JP;electricity, low voltage
50063826-458c-40a6-a0df-608caac88b19_ed65d3d9-349b-4e2c-870c-381209bc1484.spold;transport, passenger car, medium size, diesel, EURO 3;RoW;transport, passenger car, medium size, diesel, EURO 3
5008980f-8fc8-4edf-a7d7-d146d4ecbb02_e60b02d3-ea04-4272-a6fb-408ac969a00e.spold;cadmium production, semiconductor-grade;RoW;cadmium, semiconductor-grade
500c5224-00ad-4337-baf2-a9e4b6812639_6f2eb438-cde2-4d07-a770-d023a988a9c4.spold;market for waste wood, untreated;PL;waste wood, untreated
500e0338-8508-43af-927e-6fbbc463152d_a9007f10-7e39-4d50-8f4a-d6d03ce3d673.spold;natural gas, high pressure, import from DE;AT;natural gas, high pressure
5014c79d-ea6b-42ec-ba51-161f79650ef8_66c93e71-f32b-4591-901c-55395db5c132.spold;electricity, high voltage, production mix;FR;electricity, high voltage
501d49b4-e212-4e9a-a107-eb94b7438d78_7c65ea22-94ec-466d-9e23-a130bd72b807.spold;petroleum combustion, in drilling tests;GLO;petroleum combustion, in drilling tests
50237a19-a9d2-40d3-a4be-c6011c4011e6_66c93e71-f32b-4591-901c-55395db5c132.spold;electricity, high voltage, import from MRO, US only;CA-MB;electricity, high voltage
5026d0b2-7973-4479-8024-6bbfcf3a1c87_f94ab6e8-791f-42e8-9773-039e41a61933.spold;brass turning, average, conventional;RER;brass removed by turning, average, conventional
5028cf1b-dfaf-4f4f-889c-fb400148724e_b89dadb0-75e9-44fd-8d41-1ec8dcce23b6.spold;market for light fuel oil;Europe without Switzerland;light fuel oil
5029490e-423e-4641-b836-312f2eaf01cb_759783e0-89c4-486e-970a-5dcb2de165de.spold;market for molybdenite;GLO;molybdenite
502ba2dc-ee55-4a5d-b626-576a18533aef_cfd69796-4047-45c0-bc05-e42817b54435.spold;blower and heat exchange unit production, Avent E 97;RER;blower and heat exchange unit, Avent E 97
502d5ce2-7dfa-409e-a8af-c9ca49e70478_88afd721-07ec-4910-a004-fa3fecb6bf70.spold;market for waste plastic, mixture;BE;waste plastic, mixture
502f0c31-08d4-4e0c-a256-de753784f205_06b2e899-28ff-4702-b438-510b9d340e48.spold;market for waste x-ray film;GLO;waste x-ray film
50327514-768f-4099-8034-a66005f37ee4_50c810aa-10bb-42a9-ab7f-b179493b58ac.spold;market for power distribution unit, for electric passenger car;GLO;power distribution unit, for electric passenger car
503404ac-6c53-50ac-812a-7ea7f1a69554_69b3d58f-ddde-59c4-a78d-2ededd641aab.spold;clear-cutting, primary forest to arable land, forest, intensive;BR-PI;land tenure, arable land, measured as carbon net primary productivity, forest, intensive
50351585-e004-4f5a-8ee1-938a739f3304_e77d9460-e423-4e88-8c44-d1a4545b0b07.spold;aluminium alloy production, AlMg3;RER;aluminium alloy, AlMg3
5035e54d-576b-4f6c-b89a-fb1c7a1885f6_a9007f10-7e39-4d50-8f4a-d6d03ce3d673.spold;natural gas, high pressure, import from NO;CH;natural gas, high pressure
50362e4c-862d-4c96-85db-d345ac21d0f3_6f2eb438-cde2-4d07-a770-d023a988a9c4.spold;market group for waste wood, untreated;Europe without Switzerland;waste wood, untreated
503c42ba-f3c0-4a42-a980-2f30bb89563f_66c93e71-f32b-4591-901c-55395db5c132.spold;electricity production, hydro, run-of-river;NP;electricity, high voltage
504183e0-6205-426b-965a-42d979117ee1_6e18e1d7-32f3-4cf1-a031-4ec384e79ec5.spold;nuclear spent fuel conditioning facility construction;CH;nuclear spent fuel conditioning facility
50452da1-990d-4a7c-a0b9-58f16f3dc988_637ee275-a239-4dcb-b084-abfa110dd65b.spold;market for electricity, for reuse in municipal waste incineration only;CH;electricity, for reuse in municipal waste incineration only
504696a8-5d08-4f52-acee-5c189a5a8e75_73059859-50e6-4bfb-b729-c9da6ed34f9d.spold;treatment of waste fibreboard, collection for final disposal;CH;waste fibreboard
504e5d64-f343-4ec5-9ff5-7fcc039dd8bb_b4cbdbae-1427-4fe2-8388-cab714a46011.spold;market for used air filter central unit, 600 m3/h;CH;used air filter central unit, 600 m3/h
50582b2c-4785-4969-9083-1e7b076b5177_7cb72345-4338-4f2d-830f-65bba3530fdb.spold;palm kernel meal to generic market for protein feed;GLO;energy feed, gross
50582b2c-4785-4969-9083-1e7b076b5177_8b2dfb58-660d-44eb-b83f-5d9e28e467db.spold;palm kernel meal to generic market for protein feed;GLO;protein feed, 100% crude
505ad5cd-eae3-422b-9d17-a13e73b7b6b0_4f312355-ac65-4635-8fb2-006dba64ce60.spold;treatment of scrap tin sheet, municipal incineration with fly ash extraction;CH;iron scrap, sorted, pressed
505ad5cd-eae3-422b-9d17-a13e73b7b6b0_b7667b06-c667-481c-8718-bfbdfcd20d94.spold;treatment of scrap tin sheet, municipal incineration with fly ash extraction;CH;scrap tin sheet
505d584b-5e35-430a-b25b-5f6f03b19c0c_4cea5cea-49c2-4065-a851-02e75e561ec4.spold;sodium dithionite production, anhydrous;RoW;sodium dithionite, anhydrous
505ecc8c-987b-4832-a4ce-0d6f316d4da6_ec993957-9d4e-490a-aec8-3d147124e98f.spold;printer production, laser, black/white;GLO;printer, laser, black/white
50614518-a73f-5ef5-8c5b-2f5da027ce74_75edc073-be76-5bc1-82a1-7be1ce500aaa.spold;land use change, forest, intensive;BR-MS;land use change, forest, intensive
506b5a23-d9ed-4856-9d7b-01cfd6b259ca_0ec7f55d-8bba-4887-a3e5-43100357f9af.spold;wastewater treatment facility construction, capacity 1.6E8l/year;RoW;wastewater treatment facility, capacity 1.6E8l/year
5071747c-dfc7-4e56-8ca7-b80326d6101e_3f5f5aef-3833-43d4-8b81-44123105afd7.spold;market for irrigation;CH;irrigation
5073fbe9-3a34-4cd9-a7be-33cd532f5620_13e34793-c48c-4eb4-b750-8dd8ff59d3b9.spold;silicone factory construction;RER;silicone factory
50770747-b4f2-4a78-b42b-f6906665f161_66c93e71-f32b-4591-901c-55395db5c132.spold;electricity production, oil;MT;electricity, high voltage
507b4971-a7b6-4c72-b1b8-a4f8b5f7eaa6_8d7c013a-5aca-44d7-8fc4-193844d2953a.spold;market for waste packaging paper;CY;waste packaging paper
508305e2-3031-40a3-93c6-ec51188616b6_66c93e71-f32b-4591-901c-55395db5c132.spold;electricity, high voltage, production mix;NL;electricity, high voltage
50880593-b06c-4bfa-9eea-3a2373dfba70_4cc2f043-d913-4739-9b6a-1ba83cf95bc8.spold;market for wood preservative, organic, indoor use, occasionally wet;GLO;wood preservative, organic, indoor use, occasionally wet
508aa130-6a7e-4fef-a451-d7534b0e38f5_e40669db-1c25-4340-8976-5db555ea8f6d.spold;used nitrate salts, for solar power application to market for nitrate salts, for solar power application;GLO;nitrate salts, for solar power application
508c66d4-633f-401b-9a08-2f424c35150b_c19931b7-1e62-4628-a0b5-f23ffa6ad5b4.spold;market for gypsum fibreboard;GLO;gypsum fibreboard
508d6f99-8206-476d-a57d-5cd8f8d35c74_ac3ce6da-8f69-40be-885a-5ea13915e89b.spold;market for residue from mechanical treatment, desktop computer;CH;residue from mechanical treatment, desktop computer
508e7e9d-605a-4dbc-8fbb-fdb0c3e7f1d1_4368f712-afae-485f-8b12-10ec1aa34239.spold;market for heat and power co-generation unit, 500kW electrical, common components for heat+electricity;GLO;heat and power co-generation unit, 500kW electrical, common components for heat+electricity
50930c3c-e067-4591-99fe-acf03c500287_46712f19-9f47-43d7-a13d-5fac729070ba.spold;transmission network construction, electricity, medium voltage;CA-QC;transmission network, electricity, medium voltage
509b97ea-7674-4d40-9813-d650eeab6d3a_a9007f10-7e39-4d50-8f4a-d6d03ce3d673.spold;market for natural gas, high pressure;PL;natural gas, high pressure
509cbd48-143a-4e75-9788-e9622ac22a9a_7f8897c9-3e4c-461c-ac99-48b7ee5b87a8.spold;laser machining, metal, with CO2-laser, 4000W power;RoW;laser machining, metal, with CO2-laser, 4000W power
509d5388-4641-48c0-ae42-e64c97e10983_1725bc7a-ae6b-4584-bd36-7dfbf52a0b3b.spold;mecoprop production;RER;mecoprop
50a2949b-007e-49f7-96b0-824864bac4da_aefadd6b-01e9-48ff-b4a1-2c3c8e0d79ca.spold;maize grain, feed production;CA-QC;maize grain, feed
50a3bc29-4724-42e7-8e1f-3764dfe2174d_8e2a9448-685b-4687-910a-77418454f259.spold;market for dolomite;RoW;dolomite
50a7101b-1bbd-4c98-9235-ef54a03a5793_2e0e7474-61d8-4324-93aa-5df18338c53e.spold;bitumen seal production, V60;CA-QC;bitumen seal, V60
50adb635-5274-489f-b7f2-3759fa331eb2_a6f8b356-8096-4597-8d3a-0e8733d14c6a.spold;maintenance, tanker, for petroleum;GLO;maintenance, tanker, for petroleum
50adb635-5274-489f-b7f2-3759fa331eb2_d7432632-40dc-4af8-8125-cb70dd9742c5.spold;maintenance, tanker, for petroleum;GLO;iron scrap, unsorted
50b36a2f-d3b6-4477-9ac3-0fed4d25e8be_66c93e71-f32b-4591-901c-55395db5c132.spold;electricity production, lignite;CA-NS;electricity, high voltage
50b595b5-4fca-4bb1-b070-b24f9b45d6aa_452bed59-1574-4aed-b984-6eb96f7b1b10.spold;market for gas boiler;GLO;gas boiler
50ba6b4f-0ae3-4c13-8714-e26421b4ec2b_66c93e71-f32b-4591-901c-55395db5c132.spold;heat and power co-generation, lignite;CZ;electricity, high voltage
50ba6b4f-0ae3-4c13-8714-e26421b4ec2b_71e2f1db-a2c5-44d0-8337-dfff15be974d.spold;heat and power co-generation, lignite;CZ;heat, district or industrial, other than natural gas
