Filename;ActivityName;Location;ReferenceProduct
9091ba3a-9a52-43ed-b50b-194b9762e8f3_66c93e71-f32b-4591-901c-55395db5c132.spold;heat and power co-generation, biogas, gas engine;GB;electricity, high voltage
9091ba3a-9a52-43ed-b50b-194b9762e8f3_dd80f0f2-f4d5-40f0-9035-09c1a7f3f07b.spold;heat and power co-generation, biogas, gas engine;GB;heat, central or small-scale, other than natural gas
90942ce3-c1ff-432a-8834-ddbbe206a3a7_1d32d9ef-8f9d-4b72-9d72-ab08b08fa52c.spold;market for slag landfill;GLO;slag landfill
909a3c90-4e13-40e2-b94d-c103e9ba42d3_2a609c28-8598-4480-9171-31df2a3491a9.spold;natural stone plate production, grounded;RoW;natural stone plate, grounded
90a31df7-a158-4aa8-933f-dc92d50b5bcd_8aebcdc1-ce3d-4a7d-a2fd-7a6d653b924d.spold;maintenance, tanker, for liquefied natural gas;GLO;maintenance, tanker, for liquefied natural gas
90a31df7-a158-4aa8-933f-dc92d50b5bcd_d7432632-40dc-4af8-8125-cb70dd9742c5.spold;maintenance, tanker, for liquefied natural gas;GLO;iron scrap, unsorted
90b0cb53-55b9-4002-96fe-995b4056f446_66c93e71-f32b-4591-901c-55395db5c132.spold;electricity production, nuclear, pressure water reactor;SE;electricity, high voltage
90b77b26-01f6-4521-8b65-248ed0861cea_21604598-173b-42e2-bf89-6d7f71ddb461.spold;fluorescent whitening agent production, DAS1, triazinylaminostilben type;RoW;fluorescent whitening agent, DAS1, triazinylaminostilben type
90bb5654-5aa1-48cd-99eb-046959a547ae_759b89bd-3aa6-42ad-b767-5bb9ef5d331d.spold;electricity voltage transformation from high to medium voltage;PA;electricity, medium voltage
90c9f91c-1bae-4d07-8bcf-dada54013795_759b89bd-3aa6-42ad-b767-5bb9ef5d331d.spold;market for electricity, medium voltage;JP;electricity, medium voltage
90daa770-7f59-4b74-b767-0bf450bd5223_a9f48e9a-2cea-4ef5-9d8f-90e001b4ee09.spold;strawberry seedling production, in heated greenhouse, for planting;NL;strawberry seedling, for planting
90dcf707-e426-4637-8b82-6a3bc572b747_d51e5a32-c20a-4da6-8d58-31f344b50c00.spold;treatment of waste graphical paper, unsanitary landfill, wet infiltration class (500mm);GLO;waste graphical paper
90dee134-6a26-4ecb-9ec0-137344a06ce5_abba9c52-1cf4-40a9-a2bf-2681b3e84b1c.spold;market for 4-tert-butylbenzaldehyde;GLO;4-tert-butylbenzaldehyde
90df7d01-fc99-4e88-9b02-e19fa51633a1_b0176c67-5bc0-462a-8466-4f372f446f7c.spold;market for waste polystyrene;HU;waste polystyrene
90e08ae3-62fe-4701-8b83-6ba93148f0b7_b2a4e23e-4a1a-4def-890f-e08adee40333.spold;market for phosphorus pentachloride;GLO;phosphorus pentachloride
90e12c55-399f-46fc-b98d-086dc04b6c80_f372d4c2-7310-4fb9-8bb6-bee214fd08d1.spold;market for land use change, perennial crop;MG;land use change, perennial crop
90e1f206-7b17-4e1a-8509-316bcf006735_66c93e71-f32b-4591-901c-55395db5c132.spold;electricity production, natural gas, combined cycle power plant;IR;electricity, high voltage
90e8863f-81e9-4eab-9b1a-ac4bc3b8e388_ad8702ec-c207-4d14-b706-2f172c872dc4.spold;market for phosphoryl chloride;RoW;phosphoryl chloride
90ee6a07-b7e0-498b-ad19-651a67591dd5_66c93e71-f32b-4591-901c-55395db5c132.spold;electricity, high voltage, production mix;CN-HA;electricity, high voltage
90f9e671-acdd-4e77-baec-ef3b996f8916_759b89bd-3aa6-42ad-b767-5bb9ef5d331d.spold;electricity voltage transformation from high to medium voltage;CSG;electricity, medium voltage
90ffd797-41c5-4f82-b490-60df27582cd2_66c93e71-f32b-4591-901c-55395db5c132.spold;electricity production, natural gas, conventional power plant;RoW;electricity, high voltage
9108a0ee-59e4-49eb-b05d-51e7a585fd2f_4a62806e-17d6-473e-95fc-394ac760261e.spold;market for weaned heifers, live weight;ZA;weaned heifers, live weight
910a7233-23ac-4227-98d8-66fd597ac53f_448b6d35-c6d6-42d9-9e63-c19b9a0a6496.spold;distribution network construction, electricity, low voltage;CA-QC;distribution network, electricity, low voltage
910bc3ea-bacd-46fd-a452-f9fb8c6bb45b_d51e2ebb-24d6-4e5e-b1cb-edc92d8126eb.spold;layered sodium silicate production, SKS-6, powder;RoW;layered sodium silicate, SKS-6, powder
911b5dd1-fc5c-4e02-aaa1-72cd8e841f72_4c2bb0f0-422d-4fb3-bcfe-a36ef1b55874.spold;land already in use, perennial cropland to annual crop;CA;land tenure, arable land, measured as carbon net primary productivity, annual crop
912205e5-b35d-4c4f-843e-1d77722943f7_66c93e71-f32b-4591-901c-55395db5c132.spold;treatment of coal gas, in power plant;SK;electricity, high voltage
912205e5-b35d-4c4f-843e-1d77722943f7_71e2f1db-a2c5-44d0-8337-dfff15be974d.spold;treatment of coal gas, in power plant;SK;heat, district or industrial, other than natural gas
912205e5-b35d-4c4f-843e-1d77722943f7_d3d23054-a030-4284-9cfb-c464e70ec865.spold;treatment of coal gas, in power plant;SK;coal gas
91239501-7c2f-42ca-ab86-cea901a0b780_4e758deb-57bd-45c6-96f6-9b4d25ba7a60.spold;treatment of waste paint on metal, sorting plant;RoW;waste paint on metal
9129dd82-df97-44ad-939f-516f9d8d5353_66c93e71-f32b-4591-901c-55395db5c132.spold;electricity, high voltage, import from DK;NO;electricity, high voltage
912aeb05-6ea6-4a07-a209-a12a096fe26e_66c93e71-f32b-4591-901c-55395db5c132.spold;electricity, high voltage, import from TR;BG;electricity, high voltage
912b8e25-1e25-4852-898c-ead27c256eeb_66c93e71-f32b-4591-901c-55395db5c132.spold;electricity production, wind, 1-3MW turbine, onshore;CA-PE;electricity, high voltage
91318f0a-a254-4149-81a6-f62bae0e3e19_66c93e71-f32b-4591-901c-55395db5c132.spold;electricity, high voltage, import from IN-Southern grid;IN-Western grid;electricity, high voltage
913373be-f6a5-4388-8ebb-8d8808d0405e_66c93e71-f32b-4591-901c-55395db5c132.spold;electricity production, hydro, run-of-river;CA-MB;electricity, high voltage
91340118-7218-411a-9bf9-12d5d25179da_dd0cbafd-b176-4ba4-860a-25a2e0663d14.spold;gypsum quarry operation;RoW;gypsum, mineral
913ac5fd-82f2-4d4f-ad2f-98b76e0e4b2d_66c93e71-f32b-4591-901c-55395db5c132.spold;heat and power co-generation, lignite;BA;electricity, high voltage
913ac5fd-82f2-4d4f-ad2f-98b76e0e4b2d_71e2f1db-a2c5-44d0-8337-dfff15be974d.spold;heat and power co-generation, lignite;BA;heat, district or industrial, other than natural gas
913ee78a-7e08-4cc4-a474-c6e5681e3bda_66c93e71-f32b-4591-901c-55395db5c132.spold;electricity production, wind, <1MW turbine, onshore;HR;electricity, high voltage
9144ada9-bc67-4300-804d-b747dd42eed6_b0b26bf6-ed2c-4844-a0be-aa7cef435585.spold;water pump operation, electric;BR;water pump operation, electric
91475fe8-5a15-41b9-b2ce-3ef7768acc00_9cdb112b-0d90-4d76-9cec-412b0c67d8bb.spold;market for waste polyurethane;SE;waste polyurethane
914a341b-219f-4d53-944d-b01fa2de53c7_20d649c2-db6b-4c9a-b529-409c9d43748e.spold;sunflower production;RoW;sunflower seed
9151796b-a39c-43ae-a50e-6ed73cd9728b_76ab0018-e176-43e0-b42c-12e82b937fef.spold;cement production, pozzolana and fly ash 11-35%;CH;hard coal ash
915785d7-7c57-4973-94fe-4d408e22b5e2_c5adb1fb-872e-4446-a3bb-c4b61aa4bd45.spold;tap water production, conventional treatment;ZA;tap water
91692b02-b830-439e-8348-e817d84801ab_0d3eda5a-4601-4573-9549-0701c459ab88.spold;hard coal mine operation and hard coal preparation;RLA;hard coal
916b596a-e518-4f77-a42a-80f061764d1b_291fc06d-1b3e-4077-aabb-346b588ed24b.spold;diesel, import from unspecified;IN;diesel
916c14e7-db54-4e97-a7b5-5c0f3ecc6222_a1de1103-7e58-4fe9-bd26-b86ebd3211b3.spold;steel milling, small parts;RoW;steel removed by milling, small parts
916c7be2-aeb8-4c31-89af-e6f94673176d_9c6b672a-661e-40c3-a9a0-902b33cc6871.spold;mandarin production;ES;mandarin
916e310a-5d92-442e-873b-eba68203d55c_d69294d7-8d64-4915-a896-9996a014c410.spold;electricity production, photovoltaic, 570kWp open ground installation, multi-Si;CA-NT;electricity, low voltage
9179530c-431e-445a-bd7b-f6573985f0b4_c6486335-b555-43bb-a748-50a607a75d23.spold;housing system construction, cattle, tied;RoW;housing system, cattle, tied, per animal unit
917bcf1f-6595-430b-9117-b4d81dbadc6b_9219c94a-7a25-4a4c-b25d-c096fdd50d47.spold;market for waste polyvinylchloride;DE;waste polyvinylchloride
917f4ba8-17d5-4602-8f03-51167eb2f122_d0ecfe06-9a51-4bf0-95c5-7e91e84539bb.spold;treatment of lignite ash, municipal incineration;CH;lignite ash
9182096d-471a-4bc5-925b-51943d87f1b2_b80eb2d5-1256-41bb-a61d-83252d0dfd4d.spold;diesel, low-sulfur, import from unspecified;ZA;diesel, low-sulfur
918411a9-2dad-4e3e-81cc-e9cdde7541e8_1d32b849-121f-4d23-853c-fa2bf55c42e9.spold;market for land use change, annual crop;BR-MS;land use change, annual crop
91a57385-22f3-512b-9500-e767dce60fc0_4c2bb0f0-422d-4fb3-bcfe-a36ef1b55874.spold;land already in use, perennial cropland to annual crop;BR-AL;land tenure, arable land, measured as carbon net primary productivity, annual crop
91ab9b43-f118-4cf5-a924-38d47c94e366_e5edf2bc-acf4-4fe0-8b49-b215d9802ca9.spold;operation, housing system, pig, fully-slatted floor;RoW;operation, housing system, pig, fully-slatted floor, per pig place
91b077c9-19ae-4fbf-a056-940eb409bdc9_42baed81-24d1-4aed-a120-cc7d35ddac10.spold;market for waste paperboard;LT;waste paperboard
91b1c574-ca29-438d-bc82-c7f8667c4ae7_d3d23054-a030-4284-9cfb-c464e70ec865.spold;treatment of coal gas, in power plant;CA-AB;coal gas
91b3ece6-26d3-4009-9f64-3a517712915f_43fdfa7d-a9ad-4919-8368-e82a9142101b.spold;vanilla production;MG;vanilla
91b7f31d-b920-4624-8b0b-d347e390abd8_5c4faf46-9460-4f23-8811-4d8e06712030.spold;treatment of waste polystyrene isolation, flame-retardant, collection for final disposal;CH;waste polystyrene isolation, flame-retardant
91bb96cb-d8a0-4427-a7e5-76794299a989_9ba48284-0f03-4fec-800d-de77833b12f6.spold;reinforcing steel production;RoW;reinforcing steel
91be87b2-29c8-4087-963b-346b7541c507_66c93e71-f32b-4591-901c-55395db5c132.spold;electricity production, natural gas, combined cycle power plant;AR;electricity, high voltage
91beddea-5915-40d0-b86e-5f2e5a0ddacd_1f8dc77c-ae32-4ccc-8bb8-052288a46f9a.spold;melamine impregnated paper production;RER;paper, melamine impregnated
91c64872-0dbf-46d4-90cd-aaab67098b02_533392d3-8fa6-44bb-9b79-b14c0a0e66e0.spold;diesel, burned in diesel-electric generating set, 18.5kW;GLO;diesel, burned in diesel-electric generating set, 18.5kW
91c914ce-9d7f-4153-8e96-92f200a46bb5_ab75f8c2-4cc6-48da-b71b-2a7da2986b39.spold;operation, housing system, cattle, loose;CH;operation, housing system, cattle, loose, per animal unit
91d6b4fb-6cea-478a-9b8a-4ae6aed73106_66c93e71-f32b-4591-901c-55395db5c132.spold;market group for electricity, high voltage;US;electricity, high voltage
91db9a8b-c516-4954-9f44-f92f1b52923e_97abb774-9c04-4e55-8bc2-94edaff6342d.spold;market for electric connector, peripheral component interconnect buss;GLO;electric connector, peripheral component interconnect buss
91dd2a14-b5f1-4ffc-9021-41847d16c4fa_f4389ace-1613-4908-858e-f96224f365ed.spold;wood preservation, spray tunnel/deluging, water-based preservative, indoor use, dry;RoW;wood preservation, spray tunnel/deluging, water-based, indoor use, dry
91e0c128-6f23-4ecf-8f7c-5dd524a2ba8b_433dda9a-3540-45fb-9b72-29ffe0ed9a13.spold;market for operation, housing system, pig, label-certified, per pig place;GLO;operation, housing system, pig, label-certified, per pig place
91f03f89-325e-4489-9aa1-71acfb9bc226_f8c713b1-b288-4687-94ab-b814cd99f2ee.spold;market for anhydrite;GLO;anhydrite
91f1b718-23d2-41d1-a6bf-484662b0764e_dd80f0f2-f4d5-40f0-9035-09c1a7f3f07b.spold;operation, solar collector system, Cu flat plate collector, one-family house, for hot water;CA-QC;heat, central or small-scale, other than natural gas
91f22bcd-df78-4733-be0b-8a36143efe5b_87a84dc1-502a-4213-a0c7-6ef45e1c520b.spold;market for electric motor, for electric scooter;GLO;electric motor, for electric scooter
91f451bf-2d65-46e6-8b56-d35f84abf8bd_016a27f2-6bba-45a7-a682-0ee4a9d5ac29.spold;market for road wear emissions, passenger car;GLO;road wear emissions, passenger car
91f6547a-9869-47f6-ad07-d25d909f94d0_42baed81-24d1-4aed-a120-cc7d35ddac10.spold;treatment of waste paperboard, unsanitary landfill, wet infiltration class (500mm);GLO;waste paperboard
91f80a2f-3f5e-4423-8e15-8435ee472b62_66c93e71-f32b-4591-901c-55395db5c132.spold;electricity production, oil;CN-AH;electricity, high voltage
91faad62-c92a-438e-94af-96c09c7fe468_3317126a-4dd7-4047-9ccf-163f94382c94.spold;transport, freight, aircraft, dedicated freight, long haul;GLO;transport, freight, aircraft, long haul
91fd94ef-31a9-4fab-b320-ae768bdd3d55_3ede4edc-b278-40dc-8007-0c574aff0739.spold;aluminium production, primary, liquid, Söderberg;IAI Area, EU27 & EFTA;aluminium, primary, liquid
91fdb978-c4b4-4e87-b786-4c98667825da_5cb475d3-4cfa-432f-853b-c4b5254dc7e8.spold;uranium production, centrifuge, enriched 4.0%;RU;uranium, enriched 4.0%, per separative work unit
91fea83e-b0a7-4a1c-8e1a-974303b3ef95_eefdc5da-5148-44a1-820c-b4780c5a7dd8.spold;door production, outer, wood-glass;RER;door, outer, wood-glass
91febb69-178f-4f9a-88eb-af924c05e6ec_f4feb7e2-19a8-40af-84e0-9cd7c7142777.spold;purification of wet-process phosphoric acid to industrial grade, product in 85% solution state;RoW;phosphoric acid, industrial grade, without water, in 85% solution state
91fee0fa-f810-4999-b704-9ecb563251cf_d69294d7-8d64-4915-a896-9996a014c410.spold;electricity voltage transformation from medium to low voltage;CA-ON;electricity, low voltage
91ffb0d1-3cda-48a5-ba43-97bc8b0964f0_45fbbc41-7ae9-46cc-bb31-abfa11e69de0.spold;treatment of waste wood, untreated, municipal incineration with fly ash extraction;CH;heat, for reuse in municipal waste incineration only
91ffb0d1-3cda-48a5-ba43-97bc8b0964f0_637ee275-a239-4dcb-b084-abfa110dd65b.spold;treatment of waste wood, untreated, municipal incineration with fly ash extraction;CH;electricity, for reuse in municipal waste incineration only
91ffb0d1-3cda-48a5-ba43-97bc8b0964f0_6f2eb438-cde2-4d07-a770-d023a988a9c4.spold;treatment of waste wood, untreated, municipal incineration with fly ash extraction;CH;waste wood, untreated
9205f57c-6948-4efc-a57e-1376fe04447f_cfc197ab-2e3a-400d-9c3b-880f5a3908c4.spold;potato grading;RoW;potato grading
920d69e6-63da-4fe4-91bb-62aaa14207f2_cf8c95e1-aa88-4d23-9d83-065a935387d3.spold;market for limestone, unprocessed;IN;limestone, unprocessed
9211b2df-817e-425d-b234-39347e9b3f68_66c93e71-f32b-4591-901c-55395db5c132.spold;electricity production, wind, >3MW turbine, onshore;CH;electricity, high voltage
9212de61-2d7f-4e2f-816c-9f359ee94588_4fcfb407-7879-42ad-9582-ab3fbfe5af10.spold;electricity voltage transformation from high to medium voltage, aluminium industry;UN-OCEANIA;electricity, medium voltage, aluminium industry
921b6a9c-8745-482d-8d5c-794d4c323121_78b3da46-af34-4517-a952-cb828f76e1c2.spold;milk evaporation;CA-QC;evaporation of milk
9221dce4-6577-49de-a42f-ce55432d8612_2a1db579-5d40-4d28-9b5a-c8ce7525b62d.spold;market for waste paint on wall;GLO;waste paint on wall
92227d7e-ccfe-4fc2-8caa-c9515b2bc903_45fbbc41-7ae9-46cc-bb31-abfa11e69de0.spold;market for heat, for reuse in municipal waste incineration only;RoW;heat, for reuse in municipal waste incineration only
9222c720-3fcb-47f4-a175-fb48d83156b9_8931016e-3e07-5c9a-91a6-cd85b90a2aaa.spold;market for land tenure, arable land, measured as carbon net primary productivity, pasture, man made;BR-PA;land tenure, arable land, measured as carbon net primary productivity, pasture, man made
9222fd2a-6ce1-4575-b9dc-61766165925b_971337d4-7826-4ec6-bfef-5e5c6dd517be.spold;industrial furnace production, 1MW, oil;RoW;industrial furnace, 1MW, oil
92339086-4ac5-4813-aa13-7789921e9012_639dba7b-1762-4e9a-a95c-f30380e65d53.spold;transport, freight, lorry 7.5-16 metric ton, EURO4;RoW;transport, freight, lorry 7.5-16 metric ton, EURO4
923ae964-0d11-4b9f-869e-962e0eb5d3c5_d69294d7-8d64-4915-a896-9996a014c410.spold;electricity voltage transformation from medium to low voltage;MX;electricity, low voltage
923de1ef-11e6-4c4c-a181-c93b32cf365f_93afc03f-5832-4ec0-8d76-cf6e62efff26.spold;market for transport, freight, lorry >32 metric ton, EURO5;RER;transport, freight, lorry >32 metric ton, EURO5
9247bf33-1076-4d38-9b94-5ef708c65fe7_bf0425ee-99c2-488e-9056-3495e9f4e9cb.spold;deep well drilling, for deep geothermal power;IS;deep well, drilled, for geothermal power
92564ed8-4b81-4f2a-8da7-fc80fd0e454f_4b7caf07-335d-4479-a3dc-08b87c156cd0.spold;market for sewer grid, 5E9l/year, 110 km;GLO;sewer grid, 5E9l/year, 110 km
9256eb58-94b0-4b0e-8930-3d1c355cf3e5_870d64eb-d488-4e2d-81fc-3a62fcafc20a.spold;market for perfluoropentane;GLO;perfluoropentane
925a91b3-4803-4f9a-8b18-c9636f4e70ba_f372d4c2-7310-4fb9-8bb6-bee214fd08d1.spold;market for land use change, perennial crop;CR;land use change, perennial crop
925f4cc6-4c45-4a72-953b-8c9d589b41d7_21663725-f3b4-4d6a-a45a-baf3cb343a6a.spold;market for chimney;GLO;chimney
92606721-0077-44b4-b066-8f0bdede9804_b2011f87-e037-4f68-8dec-6d8e6de4ae25.spold;treatment of waste concrete gravel, sorting plant;RoW;waste concrete gravel
92635258-082c-4eb8-8452-2e4a66d71642_759b89bd-3aa6-42ad-b767-5bb9ef5d331d.spold;electricity voltage transformation from high to medium voltage;LU;electricity, medium voltage
9263ab4d-22ce-4776-baf7-e3c136358a45_07a9af51-381d-46b0-8ee1-1a494950a39a.spold;methylchloride production;WEU;methylchloride
926c0eb6-d315-521d-a80c-ddbf5f58b391_4c2bb0f0-422d-4fb3-bcfe-a36ef1b55874.spold;clear-cutting, primary forest to arable land, annual crop;BR-SE;land tenure, arable land, measured as carbon net primary productivity, annual crop
926e7e50-c96d-4f79-8295-172491d4f6df_d69294d7-8d64-4915-a896-9996a014c410.spold;market group for electricity, low voltage;ENTSO-E;electricity, low voltage
9272e1dd-53c9-4ce0-90d3-d540b32ddc63_07b011dc-4f15-4954-8791-f24aa55616de.spold;exhaust air roof hood production, steel, DN 400;CH;exhaust air roof hood, steel, DN 400
9272ffde-6bd4-405a-af19-64b39c255b37_dae141a8-7daa-4f03-a649-b85b718ac65b.spold;market for waste glass;EE;waste glass
92778f8c-07c6-44d3-ab4d-0d467bf63523_b419e26a-249f-4286-a6f8-188e7dfba951.spold;titanium dioxide production, chloride process;RoW;titanium dioxide
927a37dd-a9e4-41bc-bc22-67e0451b096a_48396be2-470c-4a6a-b858-bec336a26b38.spold;ethylene oxide production;RoW;ethylene oxide
92848186-8e7b-4899-a834-6d6f139e839e_759b89bd-3aa6-42ad-b767-5bb9ef5d331d.spold;market for electricity, medium voltage;KE;electricity, medium voltage
9286cd37-a8b1-4827-a6f4-c54bfffb9893_c3fd9530-3e9b-44b5-8833-9e544937a6e9.spold;packaging glass production, white;RoW;packaging glass, white
92889e9a-d0e5-410b-8feb-f6fcd772cb5c_66c93e71-f32b-4591-901c-55395db5c132.spold;electricity production, hydro, pumped storage;CA-NS;electricity, high voltage
92897d4d-3cbd-4c8a-a87d-40485f0ae3fc_2b5712fb-1c87-44e1-9131-4970e73264ef.spold;aluminium electrolysis facility construction;RER;aluminium electrolysis facility
928c51d2-0ac4-544c-b8af-c01641270a80_1e11ae72-917e-57e2-98e5-db021c65f2f3.spold;triphenyl phosphate production;GLO;triphenyl phosphate
928d16fb-820a-40ef-a1e9-dc18aa15f2ff_3d413f1b-247d-4c9a-8412-5a19c1d67ab2.spold;cement production, blast furnace slag 81-95%;RoW;cement, blast furnace slag 81-95%
928d8aa9-f39f-4441-ae06-1d364010d330_fef08457-493d-4860-b499-83f12579f413.spold;electricity voltage transformation from high to medium voltage, label-certified;CH;electricity, medium voltage, label-certified
928f60a7-6678-4b35-914b-f768699ab3dc_2b042e37-55b1-4be4-ad69-66757582b706.spold;market for sweet sorghum stem;GLO;sweet sorghum stem
928ff6ef-295d-4270-9db0-cd84eeb67ffc_cb09bcae-b469-4f41-84a6-cdd1e958e027.spold;market for rape seed;GLO;rape seed
929053ff-fd6d-4a87-946c-5415568be4d0_66c93e71-f32b-4591-901c-55395db5c132.spold;electricity production, wind, 1-3MW turbine, onshore;CL;electricity, high voltage
9290c895-881a-495d-b530-56defb093646_701f1faa-4ea9-4c01-afbb-c55dafe92762.spold;ventilation system production, decentralized, 6 x 120 m3/h, polyethylene ducts, with earth tube heat exchanger;RoW;ventilation system, decentralized, 6 x 120 m3/h, polyethylene ducts, with earth tube heat exchanger
929a9024-2d36-4433-84a4-d887e9405131_30df3cb7-d389-4007-a172-ad89e98c3270.spold;market for peach;GLO;peach
929b3016-3991-42a8-a00f-9cf5ba051ded_d773e4cf-c13f-4ebb-966e-ea14b712ff62.spold;willow stem cutting production, for planting;DE;willow stem cutting, for planting
929c20a4-9af7-47d6-b45e-5582b382e35c_0b25c2b3-9ff3-4d0d-a637-65b0ea0e285a.spold;photovoltaic slanted-roof installation, 3kWp, CdTe, laminated, integrated, on roof;CH;photovoltaic slanted-roof installation, 3kWp, CdTe, laminated, integrated, on roof
92a3b5d4-632b-433f-bf83-87adb203f805_dce67266-c173-4a2c-ad18-3838209a083a.spold;acrylic dispersion production, product in 65% solution state;RER;acrylic dispersion, without water, in 65% solution state
92a5a1d4-b82d-45b4-95fa-63c16c4d0f9b_759b89bd-3aa6-42ad-b767-5bb9ef5d331d.spold;electricity voltage transformation from high to medium voltage;CA-QC;electricity, medium voltage
92af2ea0-1e7b-407a-8e28-0919142cacb2_c9641dad-17a0-4d81-a9ee-85890945c39d.spold;market for NOx retained, by selective catalytic reduction;GLO;NOx retained, by selective catalytic reduction
92b0beee-a466-4baf-8bb6-ed7c12075a8d_3d455af5-1a55-4ac3-a685-4cb13e1d2097.spold;isoproturon production;RER;isoproturon
92be2b0b-22fe-48e6-b59f-bc4b0434ee32_82befb8d-fc52-4942-b53f-67b526eb0c25.spold;transport, freight, sea, ferry;GLO;transport, freight, sea, ferry
92bf188c-d0f4-4b46-90c9-5aa31617ebb0_66c93e71-f32b-4591-901c-55395db5c132.spold;electricity, high voltage, production mix;MRO, US only;electricity, high voltage
92c3e75d-cf3d-4734-815f-24839fcb1760_9841f758-6561-44de-8f7f-95b82575528b.spold;grass production, Swiss integrated production, intensive;CH;grass, Swiss integrated production
92c41687-a975-4929-a2dc-87ab9323ab0f_128696a8-005e-49a7-9616-d96178655408.spold;containerboard production, fluting medium, semichemical, 40% recycled content;CA-QC;containerboard, fluting medium
92c47308-4c70-4281-98ba-098dea328597_0a00902d-0b1d-470e-a290-2be9bf0cef65.spold;heavy water production;CA;heavy water
92c594d6-7d0d-4549-b0bb-4294f9fafa01_66c93e71-f32b-4591-901c-55395db5c132.spold;electricity production, wind, 1-3MW turbine, onshore;IN-MH;electricity, high voltage
92c97c42-2890-4d52-9752-c2f0f67a2ade_66c93e71-f32b-4591-901c-55395db5c132.spold;electricity production, nuclear, pressure water reactor, heavy water moderated;IN-RJ;electricity, high voltage
92c97c42-2890-4d52-9752-c2f0f67a2ade_d7432632-40dc-4af8-8125-cb70dd9742c5.spold;electricity production, nuclear, pressure water reactor, heavy water moderated;IN-RJ;iron scrap, unsorted
92ca74ad-06b0-4d43-a117-6401c8a24093_a6f8b356-8096-4597-8d3a-0e8733d14c6a.spold;market for maintenance, tanker, for petroleum;GLO;maintenance, tanker, for petroleum
92caced0-d0cc-4b8f-8580-47273cf4da44_e0224dd5-a071-4dae-ad9f-1bb93ad21a8f.spold;milking parlour construction;RoW;milking parlour
92ccc9e2-2aba-4912-b4d4-69c75493e521_66c93e71-f32b-4591-901c-55395db5c132.spold;electricity production, oil;NO;electricity, high voltage
92d2e3f0-6dd1-4c61-b647-c9df28291e15_57e5d14a-3624-46d9-bea2-2422222a9f13.spold;treatment of used cable;GLO;used cable
92d2e3f0-6dd1-4c61-b647-c9df28291e15_fbb039f7-f9cc-46d2-b631-313ddb125c1a.spold;treatment of used cable;GLO;copper
92de1445-870b-460e-bf3c-b236318dd00d_b12f4334-c80b-4d8f-af9c-284adbe7173e.spold;fatty alcohol sulfate production, palm oil;RER;fatty alcohol sulfate
92e0cafa-5f7f-4011-9acf-d061438a204b_6e7624f7-2c91-48f7-a721-c4aa9fbffee9.spold;heat production, natural gas, at diffusion absorption heat pump 4kW, future;CH;heat, future
92e129fb-06f3-4b48-81d2-264b808224bf_27da8130-82ba-485c-a800-b89efdcb0491.spold;market for municipal solid waste;RS;municipal solid waste
92e23e31-a44a-4ce9-a72f-aa731d070beb_6ada853f-7787-4880-b159-826651fadee5.spold;desulfurisation of hard coal flue gas;RER;SOx retained, in hard coal flue gas desulfurisation
92e51c1b-94fc-4466-aa21-8a6bdfc69f7a_ab52c803-9bcb-4066-9629-d7919d0eb609.spold;yarn production, silk, long fibre;IN;yarn, silk
92ef2fdb-d135-4377-b721-caa519f43b4c_7fe99768-d571-4bc2-a272-7df585bd0d48.spold;softwood forestry, mixed species, sustainable forest management;CH;wood chips, wet, measured as dry mass
92f1633a-06f4-42cc-84c0-32cd99d02d2c_0930efae-d130-40c6-95bf-8e4966913dc8.spold;polystyrene production, extruded, CO2 blown;RER;polystyrene, extruded
92f68494-58c9-4101-88cd-ad44d4854742_7221a468-009d-4b15-8fdc-9bfc4843ef21.spold;treatment of coating from waste cathode ray tube display, municipal incineration with fly ash extraction;CH;coating from waste cathode ray tube display
92fb0e62-100b-45fe-af6d-fbd9a231d12f_b4f996b6-e48a-4558-9392-870006b8f521.spold;liquid manure storage and processing facility construction;CH;liquid manure storage and processing facility
92fc96be-633a-4400-a823-fd96a393121a_5543d899-1cbd-4acf-a770-befd41102943.spold;hydroformylation of propylene;RoW;1-butanol
92fcabfe-454d-4c18-a5b4-3987126565c9_fef44ccb-917e-4c8d-bb35-a1898827b659.spold;market for aluminium, wrought alloy;GLO;aluminium, wrought alloy
930a5c8c-81b8-4765-8f61-da367c2213ec_ef5d9b7f-0d4a-49b9-a2eb-eef36ded1c38.spold;concrete production, 30MPa, ready-mix, with cement blast furnace slag 35-70%;RoW;concrete, 30MPa
9319b780-4145-4a96-902a-220974a70fb5_004f81b0-dd66-4146-a292-c2caa4353971.spold;market for potassium permanganate;GLO;potassium permanganate
931a1593-d94e-4c71-81cb-1477cf13eca8_9b9edcf3-0539-4642-9516-0df642a5c41a.spold;market for land tenure, arable land, measured as carbon net primary productivity, perennial crop;VN;land tenure, arable land, measured as carbon net primary productivity, perennial crop
9321b901-9529-4c69-8a7a-59e532139610_b9516ad1-d0ab-5e5d-9be4-2efe48bb82b4.spold;sodium oxide production;RoW;sodium oxide
9323e164-c2d6-47ad-8051-4d723e3bc5b9_27a3ac7b-e31a-48da-84f5-8dbdcb96e565.spold;market for naphtha;PE;naphtha
9325beb6-60af-4343-b918-20e88c53b9d6_aed42e37-62bc-4f3f-a527-b92f5187c0e8.spold;hardwood forestry, oak, sustainable forest management;RoW;pulpwood, hardwood, measured as solid wood under bark
